incident_id,year,date_of_incident,route,borough,injury_result_description,incident_event_type,operator_id,bus_garage_id,victim_id
14837,2016,2016-08-01,343,Lewisham,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",10,60,5
14838,2016,2016-08-01,E3,Ealing,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,71,5
14839,2016,2016-08-01,340,Harrow,"Injuries treated on scene","Slip Trip Fall",17,44,5
14840,2016,2016-08-01,332,Westminster,"Reported Minor Injury - Treated at Hospital","Personal Injury",2,8,5
14841,2016,2016-08-01,317,Enfield,"Injuries treated on scene","Slip Trip Fall",6,51,5
14842,2016,2016-08-01,208,Bromley,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,36,5
14843,2016,2016-08-01,207,Ealing,"Injuries treated on scene","Slip Trip Fall",9,59,5
14844,2016,2016-08-01,295,"Hammersmith & Fulham","Reported Minor Injury - Treated at Hospital","Personal Injury",9,9,5
14845,2016,2016-08-01,199,Greenwich,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,21,5
14846,2016,2016-08-01,198,Croydon,"Injuries treated on scene","Personal Injury",12,38,5
14847,2016,2016-08-01,182,Harrow,"Injuries treated on scene","Collision Incident",2,41,5
14848,2016,2016-08-01,262,Newham,"Injuries treated on scene","Slip Trip Fall",3,56,5
14849,2016,2016-08-01,182,Brent,"Injuries treated on scene","Slip Trip Fall",2,41,5
14850,2016,2016-08-01,181,Lewisham,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,54,5
14851,2016,2016-08-01,253,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,26,5
14852,2016,2016-08-01,175,Havering,"Injuries treated on scene","Slip Trip Fall",3,34,5
14853,2016,2016-08-01,243,Haringey,"Injuries treated on scene","Slip Trip Fall",6,49,5
14854,2016,2016-08-01,173,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,52,5
14855,2016,2016-08-01,237,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",2,50,5
14856,2016,2016-08-01,229,Bexley,"Injuries treated on scene","Slip Trip Fall",21,58,5
14857,2016,2016-08-01,166,"Not specified","Injuries treated on scene","Slip Trip Fall",12,35,5
14858,2016,2016-08-01,222,Hillingdon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,31,5
14859,2016,2016-08-01,220,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,61,5
14860,2016,2016-08-01,163,Merton,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,19,5
14861,2016,2016-08-01,152,Merton,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",10,47,5
14862,2016,2016-08-01,134,Barnet,"Injuries treated on scene","Personal Injury",2,10,5
14863,2016,2016-08-01,106,Hackney,"Injuries treated on scene","Slip Trip Fall",6,46,5
14864,2016,2016-08-01,83,Barnet,"Injuries treated on scene","Slip Trip Fall",9,62,5
14865,2016,2016-08-01,40,Southwark,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",8,5,5
14866,2016,2016-08-01,38,"Not specified","Injuries treated on scene","Slip Trip Fall",6,16,5
14867,2016,2016-08-01,69,"Waltham Forest","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",22,11,5
14868,2016,2016-08-01,24,Camden,"Injuries treated on scene","Slip Trip Fall",2,10,5
14869,2016,2016-07-01,RR,"Not specified","Injuries treated on scene","Slip Trip Fall",12,18,5
14870,2016,2016-08-01,11,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,4,5
14871,2016,2016-07-01,P5,Lambeth,"Injuries treated on scene","Personal Injury",8,5,5
14872,2016,2016-07-01,P13,Lambeth,"Injuries treated on scene","Slip Trip Fall",10,47,5
14873,2016,2016-07-01,N5,Barnet,"Reported Minor Injury - Treated at Hospital","Collision Incident",2,66,5
14874,2016,2016-07-01,H9,Harrow,"Injuries treated on scene","Personal Injury",20,65,5
14875,2016,2016-07-01,E8,Ealing,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,50,5
14876,2016,2016-07-01,E8,Ealing,"Injuries treated on scene","Slip Trip Fall",2,50,5
14877,2016,2016-07-01,337,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,7,5
14878,2016,2016-07-01,297,Brent,"Injuries treated on scene","Slip Trip Fall",2,40,5
14879,2016,2016-07-01,283,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",5,61,5
14880,2016,2016-07-01,393,Islington,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,16,5
14881,2016,2016-07-01,280,Sutton,"Injuries treated on scene","Slip Trip Fall",1,19,5
14882,2016,2016-07-01,275,"Waltham Forest","Injuries treated on scene","Slip Trip Fall",3,23,5
14883,2016,2016-07-01,262,Newham,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",3,56,5
14884,2016,2016-07-01,258,"None London Borough","Injuries treated on scene","Personal Injury",17,44,5
14885,2016,2016-07-01,256,Havering,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",3,45,5
14886,2016,2016-07-01,220,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,61,5
14887,2016,2016-07-01,208,Lewisham,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,36,5
14888,2016,2016-07-01,86,Redbridge,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",3,34,5
14889,2016,2016-07-01,83,Ealing,"Injuries treated on scene","Personal Injury",9,62,5
14890,2016,2016-07-01,192,Haringey,"Reported Minor Injury - Treated at Hospital","Personal Injury",1,68,5
14891,2016,2016-07-01,181,Lewisham,"Injuries treated on scene","Slip Trip Fall",11,54,5
14892,2016,2016-07-01,175,Havering,"Injuries treated on scene","Slip Trip Fall",3,34,5
14893,2016,2016-07-01,168,Camden,"Injuries treated on scene","Personal Injury",2,8,5
14894,2016,2016-07-01,149,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,49,5
14895,2016,2016-07-01,141,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,43,5
14896,2016,2016-07-01,72,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",5,42,5
14897,2016,2016-07-01,137,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",12,24,5
14898,2016,2016-07-01,68,Southwark,"Injuries treated on scene","Slip Trip Fall",8,5,5
14899,2016,2016-07-01,132,Bexley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,39,5
14900,2016,2016-07-01,66,"Waltham Forest","Injuries treated on scene","Slip Trip Fall",21,25,5
14901,2016,2016-07-01,125,Barnet,"Injuries treated on scene","Slip Trip Fall",2,32,5
14902,2016,2016-07-01,62,"Barking & Dagenham","Injuries treated on scene","Slip Trip Fall",3,2,5
14903,2016,2016-07-01,114,Harrow,"Injuries treated on scene","Personal Injury",20,6,5
14904,2016,2016-07-01,98,Brent,"Injuries treated on scene","Slip Trip Fall",2,28,5
14905,2016,2016-07-01,51,Greenwich,"Injuries treated on scene","Slip Trip Fall",4,27,5
14906,2016,2016-07-01,32,Harrow,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,8,5
14907,2016,2016-07-01,22,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,7,5
14908,2016,2016-06-01,E2,Ealing,"Injuries treated on scene","Onboard Injuries",2,1,5
14909,2016,2016-06-01,E11,Ealing,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,5
14910,2016,2016-07-01,13,Westminster,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",20,6,5
14911,2016,2016-06-01,492,Bexley,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",21,1,5
14912,2016,2016-06-01,487,Ealing,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",9,1,5
14913,2016,2016-06-01,433,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",10,1,5
14914,2016,2016-06-01,430,Wandsworth,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
14915,2016,2016-06-01,U3,Hillingdon,"Injuries treated on scene","Onboard Injuries",9,1,5
14916,2016,2016-06-01,RR,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,5
14917,2016,2016-06-01,353,Bromley,"Injuries treated on scene","Onboard Injuries",11,1,5
14918,2016,2016-06-01,328,"Kensington & Chelsea","Injuries treated on scene","Onboard Injuries",7,1,5
14919,2016,2016-06-01,325,"Not specified","Injuries treated on scene","Onboard Injuries",6,1,5
14920,2016,2016-06-01,293,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,5
14921,2016,2016-06-01,293,"None London Borough","Injuries treated on scene","Onboard Injuries",11,1,5
14922,2016,2016-06-01,390,Camden,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,5
14923,2016,2016-06-01,382,Barnet,"Injuries treated on scene","Onboard Injuries",6,1,5
14924,2016,2016-06-01,355,Wandsworth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",8,1,5
14925,2016,2016-06-01,138,Bromley,"Injuries treated on scene","Onboard Injuries",11,1,5
14926,2016,2016-06-01,263,Barnet,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,5
14927,2016,2016-06-01,113,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,5
14928,2016,2016-06-01,76,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",6,1,5
14929,2016,2016-06-01,65,"Richmond Upon Thames","Injuries treated on scene","Onboard Injuries",5,1,5
14930,2016,2016-06-01,52,"Kensington & Chelsea","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",2,1,5
14931,2016,2016-06-01,50,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",12,1,5
14932,2016,2016-06-01,31,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",7,1,5
14933,2016,2016-06-01,27,"Hammersmith & Fulham","Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,5
14934,2016,2016-04-01,67,Hackney,"Injuries treated on scene","Onboard Injuries",6,1,5
14935,2016,2016-12-01,391,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,14,5
14936,2016,2016-06-01,2,Lambeth,"Injuries treated on scene","Onboard Injuries",12,1,5
14937,2016,2016-06-01,1,Southwark,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
14938,2016,2016-05-01,W15,"Waltham Forest","Injuries treated on scene","Onboard Injuries",7,1,5
14939,2016,2016-05-01,R3,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,5
14940,2016,2016-05-01,P4,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,5
14941,2016,2016-12-01,343,Southwark,"Injuries treated on scene","Slip Trip Fall",10,60,5
14942,2016,2016-05-01,K2,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",5,1,5
14943,2016,2016-12-01,300,Newham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",18,57,5
14944,2016,2016-05-01,G1,Wandsworth,"Injuries treated on scene","Onboard Injuries",1,1,5
14945,2016,2016-12-01,295,"Hammersmith & Fulham","Injuries treated on scene",Assault,9,9,5
14946,2016,2016-05-01,E8,Ealing,"Injuries treated on scene","Onboard Injuries",2,1,5
14947,2016,2016-12-01,281,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,5
14948,2016,2016-05-01,B16,Bexley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",8,1,5
14949,2016,2016-05-01,496,Havering,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,5
14950,2016,2016-05-01,486,Bexley,"Injuries treated on scene","Onboard Injuries",8,1,5
14951,2016,2016-12-01,263,Barnet,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,32,5
14952,2016,2016-12-01,257,"Waltham Forest","Injuries treated on scene","Slip Trip Fall",1,68,5
14953,2016,2016-05-01,337,"Richmond Upon Thames","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,5
14954,2016,2016-05-01,332,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,5
14955,2016,2016-05-01,321,Bexley,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",8,1,5
14956,2016,2016-05-01,313,Enfield,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",6,1,5
14957,2016,2016-05-01,295,"Hammersmith & Fulham","Reported Minor Injury - Treated at Hospital","Onboard Injuries",9,1,5
14958,2016,2016-05-01,289,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",12,1,5
14959,2016,2016-05-01,285,Hillingdon,"Injuries treated on scene","Onboard Injuries",5,1,5
14960,2016,2016-05-01,263,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,5
14961,2016,2016-05-01,243,"Not specified","Injuries treated on scene","Collision Incident",6,1,5
14962,2016,2016-05-01,208,Lewisham,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",4,1,5
14963,2016,2016-05-01,193,"None London Borough","Injuries treated on scene","Onboard Injuries",14,1,5
14964,2016,2016-05-01,185,Lewisham,"Injuries treated on scene","Onboard Injuries",8,1,5
14965,2016,2016-05-01,145,"Barking & Dagenham","Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,5
14966,2016,2016-05-01,144,Haringey,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",6,1,5
14967,2016,2016-05-01,144,Enfield,"Injuries treated on scene","Onboard Injuries",6,1,5
14968,2016,2016-05-01,143,Barnet,"Injuries treated on scene","Onboard Injuries",2,1,5
14969,2016,2016-05-01,142,Brent,"Injuries treated on scene","Onboard Injuries",17,1,5
14970,2016,2016-05-01,139,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,5
14971,2016,2016-05-01,136,Lewisham,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",4,1,5
14972,2016,2016-05-01,136,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,5
14973,2016,2016-05-01,126,Bromley,"Injuries treated on scene","Onboard Injuries",11,1,5
14974,2016,2016-05-01,106,Hackney,"Injuries treated on scene","Collision Incident",6,1,5
14975,2016,2016-05-01,98,Brent,"Injuries treated on scene","Onboard Injuries",2,1,5
14976,2016,2016-05-01,80,Lambeth,"Injuries treated on scene","Onboard Injuries",1,1,5
14977,2016,2016-05-01,74,"Kensington & Chelsea","Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
14978,2016,2016-05-01,47,Lewisham,"Injuries treated on scene","Onboard Injuries",4,1,5
14979,2016,2016-05-01,24,Westminster,"Injuries treated on scene","Onboard Injuries",2,1,5
14980,2016,2016-05-01,16,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,5
14981,2016,2016-05-01,9,Westminster,"Injuries treated on scene","Onboard Injuries",5,1,5
14982,2016,2016-04-01,W9,Enfield,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",2,1,5
14983,2016,2016-04-01,R1,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,5
14984,2016,2016-04-01,476,Islington,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
14985,2016,2016-04-01,469,Greenwich,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",15,1,5
14986,2016,2016-04-01,465,"Kingston upon Thames","Injuries treated on scene","Onboard Injuries",16,1,5
14987,2016,2016-04-01,430,Wandsworth,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
14988,2016,2016-04-01,422,Greenwich,"Injuries treated on scene","Onboard Injuries",8,1,5
14989,2016,2016-04-01,419,"Richmond Upon Thames","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",5,1,5
14990,2016,2016-04-01,415,Southwark,"Injuries treated on scene","Onboard Injuries",10,1,5
14991,2016,2016-04-01,396,Redbridge,"Injuries treated on scene","Onboard Injuries",3,1,5
14992,2016,2016-04-01,336,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,5
14993,2016,2016-04-01,320,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",11,1,5
14994,2016,2016-04-01,288,Barnet,"Injuries treated on scene","Onboard Injuries",17,1,5
14995,2016,2016-04-01,283,"Hammersmith & Fulham","Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,5
14996,2016,2016-04-01,283,"Hammersmith & Fulham","Injuries treated on scene","Onboard Injuries",5,1,5
14997,2016,2016-04-01,267,Hounslow,"Injuries treated on scene","Onboard Injuries",5,1,5
14998,2016,2016-04-01,241,Newham,"Injuries treated on scene","Onboard Injuries",3,1,5
14999,2016,2016-04-01,235,Hounslow,"Injuries treated on scene","Onboard Injuries",13,1,5
15000,2016,2016-04-01,221,Barnet,"Injuries treated on scene","Onboard Injuries",6,1,5
15001,2016,2016-04-01,213,Sutton,"Injuries treated on scene","Onboard Injuries",1,1,5
15002,2016,2016-04-01,212,"Waltham Forest","Injuries treated on scene","Onboard Injuries",7,1,5
15003,2016,2016-04-01,182,Harrow,"Injuries treated on scene","Collision Incident",2,1,5
15004,2016,2016-04-01,176,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",12,1,5
15005,2016,2016-04-01,168,Westminster,"Injuries treated on scene","Onboard Injuries",2,1,5
15006,2016,2016-04-01,154,Sutton,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
15007,2016,2016-04-01,142,Barnet,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",17,1,5
15008,2016,2016-04-01,141,Hackney,"Injuries treated on scene","Onboard Injuries",6,1,5
15009,2016,2016-04-01,136,Bromley,"Injuries treated on scene","Onboard Injuries",4,1,5
15010,2016,2016-04-01,123,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",6,1,5
15011,2016,2016-04-01,111,Hounslow,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,5
15012,2016,2016-04-01,106,Hackney,"Injuries treated on scene","Onboard Injuries",6,1,5
15013,2016,2016-04-01,51,Greenwich,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",4,1,5
15014,2016,2016-12-01,R9,Bromley,"Injuries treated on scene","Personal Injury",11,54,5
15015,2016,2016-04-01,22,"Kensington & Chelsea","Injuries treated on scene","Onboard Injuries",1,1,5
15016,2016,2016-04-01,11,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Onboard Injuries",1,1,5
15017,2016,2016-04-01,10,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",5,1,5
15018,2016,2016-12-01,B13,Bexley,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",21,58,5
15019,2016,2016-12-01,A10,Hillingdon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",9,74,5
15020,2016,2016-12-01,490,"Richmond Upon Thames","Injuries treated on scene","Slip Trip Fall",13,63,5
15021,2016,2016-04-01,1,Westminster,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",1,1,5
15022,2016,2016-12-01,W8,Enfield,"Injuries treated on scene","Personal Injury",2,32,5
15023,2016,2016-12-01,469,Greenwich,"Injuries treated on scene","Slip Trip Fall",21,58,5
15024,2016,2016-12-01,444,"Waltham Forest","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",7,11,5
15025,2016,2016-12-01,237,Hounslow,"Injuries treated on scene","Personal Injury",2,50,5
15026,2016,2016-12-01,427,Hillingdon,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",9,59,5
15027,2016,2016-12-01,229,Bexley,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",21,58,5
15028,2016,2016-12-01,229,Bexley,"Injuries treated on scene","Slip Trip Fall",21,58,5
15029,2016,2016-12-01,417,Lambeth,"Injuries treated on scene","Slip Trip Fall",12,18,5
15030,2016,2016-12-01,228,"Hammersmith & Fulham","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,9,5
15031,2016,2016-12-01,228,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",9,9,5
15032,2016,2016-12-01,250,Croydon,"Injuries treated on scene","Slip Trip Fall",12,38,5
15033,2016,2016-12-01,206,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,9,5
15034,2016,2016-01-01,179,Redbridge,"Reported Minor Injury - Treated at Hospital","Onboard Injuries",3,1,5
15035,2016,2016-12-01,161,Greenwich,"Injuries treated on scene","Personal Injury",11,54,5
15036,2016,2016-12-01,155,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,19,5
15037,2016,2016-12-01,131,Wandsworth,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,33,5
15038,2016,2016-12-01,58,Newham,"Injuries treated on scene","Slip Trip Fall",7,11,5
15039,2016,2016-12-01,57,Merton,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",1,19,5
15040,2016,2016-12-01,113,Westminster,"Injuries treated on scene","Personal Injury",2,66,5
15041,2016,2016-12-01,108,Lewisham,"Injuries treated on scene","Slip Trip Fall",8,15,5
15042,2016,2016-12-01,46,Camden,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,20,5
15043,2016,2016-12-01,45,"Not specified","Injuries treated on scene","Slip Trip Fall",8,5,5
15044,2016,2016-12-01,107,"None London Borough","Reported Minor Injury - Treated at Hospital","Personal Injury",2,66,5
15045,2016,2016-12-01,105,Ealing,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,40,5
15046,2016,2016-12-01,78,"Not specified","Injuries treated on scene","Slip Trip Fall",6,46,5
15047,2016,2016-12-01,71,"Kingston upon Thames","Injuries treated on scene","Personal Injury",5,33,5
15048,2016,2016-12-01,70,"Kensington & Chelsea","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",7,76,5
15049,2016,2016-11-01,488,Hackney,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",7,11,5
15050,2016,2016-11-01,486,Bexley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,39,5
15051,2016,2016-11-01,486,Bexley,"Injuries treated on scene","Slip Trip Fall",8,39,5
15052,2016,2016-11-01,481,"Kingston upon Thames","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",13,63,5
15053,2016,2016-11-01,R11,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",11,54,5
15054,2016,2016-11-01,P13,Southwark,"Injuries treated on scene","Collision Incident",10,47,5
15055,2016,2016-11-01,412,Croydon,"Injuries treated on scene","Slip Trip Fall",12,35,5
15056,2016,2016-11-01,410,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",12,38,5
15057,2016,2016-11-01,407,Sutton,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",10,47,5
15058,2016,2016-11-01,H37,Hounslow,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,31,5
15059,2016,2016-11-01,407,Croydon,"Injuries treated on scene","Slip Trip Fall",10,47,5
15060,2016,2016-11-01,403,"Not specified","Injuries treated on scene","Slip Trip Fall",12,35,5
15061,2016,2016-11-01,EL1,Redbridge,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",14,48,5
15062,2016,2016-11-01,E11,Ealing,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,61,5
15063,2016,2016-11-01,D6,"Tower Hamlets","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",18,57,5
15064,2016,2016-11-01,380,Greenwich,"Injuries treated on scene","Slip Trip Fall",4,21,5
15065,2016,2016-11-01,379,"Waltham Forest","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,51,5
15066,2016,2016-11-01,C1,"Kensington & Chelsea","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,42,5
15067,2016,2016-11-01,370,Havering,"Injuries treated on scene","Personal Injury",21,25,5
15068,2016,2016-11-01,364,"Barking & Dagenham","Injuries treated on scene","Slip Trip Fall",14,48,5
15069,2016,2016-11-01,206,Brent,"Injuries treated on scene","Slip Trip Fall",9,9,5
15070,2016,2016-11-01,253,Hackney,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Safety Critical Failure",6,26,5
15071,2016,2016-11-01,253,Hackney,"Injuries treated on scene","Safety Critical Failure",6,26,5
15072,2016,2016-11-01,247,Havering,"Injuries treated on scene","Slip Trip Fall",3,34,5
15073,2016,2016-11-01,175,"Barking & Dagenham","Injuries treated on scene","Slip Trip Fall",3,34,5
15074,2016,2016-11-01,166,Croydon,"Injuries treated on scene","Slip Trip Fall",12,35,5
15075,2016,2016-11-01,144,"Not specified","Injuries treated on scene","Slip Trip Fall",6,12,5
15076,2016,2016-11-01,148,"Kensington & Chelsea","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,42,5
15077,2016,2016-11-01,119,Croydon,"Injuries treated on scene","Slip Trip Fall",11,55,5
15078,2016,2016-11-01,67,Haringey,"Injuries treated on scene","Slip Trip Fall",6,26,5
15079,2016,2016-11-01,66,Redbridge,"Injuries treated on scene","Personal Injury",21,25,5
15080,2016,2016-11-01,97,"Waltham Forest","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",3,56,5
15081,2016,2016-11-01,96,"None London Borough","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,27,5
15082,2016,2016-11-01,96,Bexley,"Injuries treated on scene","Personal Injury",4,27,5
15083,2016,2016-11-01,90,Hillingdon,"Reported Minor Injury - Treated at Hospital","Personal Injury",2,40,5
15084,2016,2016-11-01,82,Camden,"Injuries treated on scene","Slip Trip Fall",2,32,5
15085,2016,2016-11-01,51,Bexley,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",4,27,5
15086,2016,2016-11-01,49,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",10,22,5
15087,2016,2016-11-01,33,"Richmond Upon Thames","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,14,5
15088,2016,2016-11-01,32,Brent,"Injuries treated on scene","Slip Trip Fall",2,8,5
15089,2016,2016-11-01,27,Westminster,"Injuries treated on scene","Personal Injury",5,71,5
15090,2016,2016-10-01,422,Greenwich,"Injuries treated on scene","Personal Injury",8,39,5
15091,2016,2016-10-01,418,"None London Borough","Injuries treated on scene","Slip Trip Fall",16,75,5
15092,2016,2016-11-01,12,Southwark,"Injuries treated on scene","Slip Trip Fall",8,5,5
15093,2016,2016-10-01,410,Croydon,"Injuries treated on scene","Slip Trip Fall",12,38,5
15094,2016,2016-10-01,406,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",16,75,5
15095,2016,2016-10-01,403,Croydon,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",12,35,5
